year,gender,segment,rank_segment,skater,nation,tss,tes,pcs,ded
2018,W,SP,10,CHEN Karen,USA,65.9,33.53,32.37,0
2018,W,SP,11,TENNELL Bradie,USA,64.01,35.5,29.51,1
2018,W,SP,12,SOTSKOVA Maria,OAR,63.86,31.47,33.39,1
2018,W,SP,13,RAJICOVA Nicole,SVK,60.59,32.36,28.23,0
2018,W,SP,14,SCHOTT Nicole,GER,59.2,31.62,27.58,0
2018,W,SP,15,TURSYNBAEVA Elizabet,KAZ,58.82,29.14,29.68,0
2018,W,SP,16,CRAINE Kailani,AUS,56.77,30.36,26.41,0
2018,W,SP,17,WILLIAMS Isadora,BRA,55.74,29.83,25.91,0
2018,W,SP,18,PELTONEN Emmi,FIN,55.28,28.48,27.8,1
2018,W,SP,19,PAGANINI Alexia,SUI,55.26,29.99,25.27,0
2018,W,SP,20,HENDRICKX Loena,BEL,55.16,27.79,27.37,0
2018,W,SP,21,KIM Hanul,KOR,54.33,29.41,24.92,0
2018,W,SP,22,MEITE Mae Berenice,FRA,53.67,28.24,25.43,0
2018,W,SP,23,TOTH Ivett,HUN,53.22,27.6,25.62,0
2018,W,SP,24,LI Xiangning,CHN,52.46,27.27,26.19,1
2018,W,SP,25,AUSTMAN Larkyn,CAN,51.42,25.93,26.49,1
2018,W,SP,26,NIKITINA Diana,LAT,51.12,26.35,24.77,0
2018,W,SP,27,RUSSO Giada,ITA,50.88,25.9,25.98,1
2018,W,SP,28,OESTLUND Anita,SWE,49.14,25.35,23.79,0
2018,W,SP,29,KHNYCHENKOVA Anna,UKR,47.59,26.66,22.93,2
2018,W,SP,30,MAMBEKOVA Aiza,KAZ,44.4,21.29,23.11,0
2018,W,FS,1,MEDVEDEVA Evgenia,OAR,156.65,79.18,77.47,0
2018,W,FS,2,ZAGITOVA Alina,OAR,156.65,81.62,75.03,0
2018,W,FS,3,OSMOND Kaetlyn,CAN,152.15,76.5,75.65,0
2018,W,FS,4,MIYAHARA Satoko,JPN,146.44,75.2,71.24,0
2018,W,FS,5,KOSTNER Carolina,ITA,139.29,63.64,75.65,0
2018,W,FS,6,SAKAMOTO Kaori,JPN,136.53,68.42,68.11,0
2018,W,FS,7,SOTSKOVA Maria,OAR,134.24,66.94,67.3,0
2018,W,FS,8,CHOI Dabin,KOR,131.49,68.74,62.75,0
2018,W,FS,9,TENNELL Bradie,USA,128.34,65.41,62.93,0
2018,W,FS,10,KIM Hanul,KOR,121.38,67.03,54.35,0
2018,W,FS,11,CHEN Karen,USA,119.75,56.65,64.1,1
2018,W,FS,12,NAGASU Mirai,USA,119.61,57.56,62.05,0
2018,W,FS,13,TURSYNBAEVA Elizabet,KAZ,118.3,60.5,58.8,1
2018,W,FS,14,HENDRICKX Loena,BEL,116.72,60.73,55.99,0
2018,W,FS,15,RAJICOVA Nicole,SVK,114.6,57.8,56.8,0
2018,W,FS,16,CRAINE Kailani,AUS,111.84,57.89,53.95,0
2018,W,FS,17,SCHOTT Nicole,GER,109.26,52.68,56.58,0
2018,W,FS,18,MEITE Mae Berenice,FRA,106.25,55.13,52.12,1
2018,W,FS,19,DALEMAN Gabrielle,CAN,103.56,45.81,61.75,4
2018,W,FS,20,LI Xiangning,CHN,101.97,50.56,51.41,0
2018,W,FS,21,PELTONEN Emmi,FIN,101.86,46.41,56.45,1
2018,W,FS,22,PAGANINI Alexia,SUI,101,50.94,50.06,0
2018,W,FS,23,TOTH Ivett,HUN,97.21,49.82,50.39,3
2018,W,FS,24,WILLIAMS Isadora,BRA,88.44,38.39,51.05,1
2022,M,SP,1,CHEN Nathan,USA,113.97,65.98,47.99,0
2022,M,SP,2,KAGIYAMA Yuma,JPN,108.12,60.91,47.21,0
2022,M,SP,3,UNO Shoma,JPN,105.9,59.05,46.85,0
2022,M,SP,4,CHA Junhwan,KOR,99.51,54.3,45.21,0
2022,M,SP,5,KVITELASHVILI Morisi,GEO,97.98,55.69,42.29,0
2022,M,SP,6,BROWN Jason,USA,97.24,49.95,47.29,0
2022,M,SP,7,SEMENENKO Evgeni,ROC,95.76,55.23,40.53,0
2022,M,SP,8,HANYU Yuzuru,JPN,95.15,48.07,47.08,0
2022,M,SP,9,MESSING Keegan,CAN,93.24,49.3,43.94,0
2022,M,SP,10,AYMOZ Kevin,FRA,93,49.93,43.07,0
2022,M,SP,11,JIN Boyang,CHN,90.98,51.62,39.36,0
2022,M,SP,12,GRASSL Daniel,ITA,90.64,48.7,41.94,0
2022,M,SP,13,RIZZO Matteo,ITA,88.63,46.71,41.92,0
2022,M,SP,14,SIAO HIM FA Adam,FRA,86.74,47.28,40.46,1
2022,M,SP,15,KONDRATIUK Mark,ROC,86.11,45.08,41.03,0
2022,M,SP,16,VASILJEVS Deniss,LAT,85.3,43.08,42.22,0
2022,M,SP,17,KERRY Brendan,AUS,84.79,45.93,38.86,0
2022,M,SP,18,LITVINTSEV Vladimir,AZE,84.15,47.14,37.01,0
2022,M,SP,19,CARRILLO Donovan,MEX,79.69,43.08,36.61,0
2022,M,SP,20,MAJOROV Nikolaj,SWE,78.54,41.22,37.32,0
2022,M,SP,21,MILYUKOV Konstantin,BLR,78.49,41.92,36.57,0
2022,M,SP,22,SHMURATKO Ivan,UKR,78.11,41.08,37.03,0
2022,M,SP,23,MOZALEV Andrei,ROC,77.05,36.76,41.29,1
2022,M,SP,24,BRITSCHGI Lukas,SUI,76.16,39.76,36.4,0
2022,M,SP,25,BREZINA Michal,CZE,75.19,36.69,39.5,1
2022,M,SP,26,BYCHENKO Alexei,ISR,68.01,33.02,35.99,1
2022,M,SP,27,LEE Sihyeong,KOR,65.69,30.75,35.94,1
2022,M,SP,28,SELEVKO Aleksandr,EST,65.29,28.79,36.5,0
2022,M,SP,29,SADOVSKY Roman,CAN,62.77,24.99,37.78,0
2022,M,SP,WD,ZHOU Vincent,USA,0,0,0,0
2022,M,FS,1,CHEN Nathan,USA,218.63,121.41,97.22,0
2022,M,FS,2,KAGIYAMA Yuma,JPN,201.93,107.99,93.94,0
2022,M,FS,3,HANYU Yuzuru,JPN,188.06,99.62,90.44,2
2022,M,FS,4,GRASSL Daniel,ITA,187.43,103.35,84.08,0
2022,M,FS,5,UNO Shoma,JPN,187.1,96.24,91.86,1
2022,M,FS,6,BROWN Jason,USA,184,87.66,96.34,0
2022,M,FS,7,CHA Junhwan,KOR,182.87,93.59,90.28,1
2022,M,FS,8,JIN Boyang,CHN,179.45,97.23,82.22,0
2022,M,FS,9,SEMENENKO Evgeni,ROC,178.37,94.81,83.56,0
2022,M,FS,10,MESSING Keegan,CAN,172.37,84.13,88.24,0
2022,M,FS,11,KVITELASHVILI Morisi,GEO,170.64,85.92,84.72,0
2022,M,FS,12,VASILJEVS Deniss,LAT,167.41,84.75,83.66,1
2022,M,FS,13,SIAO HIM FA Adam,FRA,163.41,81.69,82.72,1
2022,M,FS,14,KONDRATIUK Mark,ROC,162.71,80.15,83.56,1
2022,M,FS,15,AYMOZ Kevin,FRA,161.8,76.6,86.2,1
2022,M,FS,16,KERRY Brendan,AUS,160.01,83.51,76.5,0
2022,M,FS,17,RIZZO Matteo,ITA,158.9,76.92,82.98,1
2022,M,FS,18,MOZALEV Andrei,ROC,156.28,79.48,78.8,2
2022,M,FS,19,LITVINTSEV Vladimir,AZE,155.04,80.76,74.28,0
2022,M,FS,20,MILYUKOV Konstantin,BLR,143.73,71.35,72.38,0
2022,M,FS,21,MAJOROV Nikolaj,SWE,142.24,67.6,74.64,0
2022,M,FS,22,CARRILLO Donovan,MEX,138.44,66.56,72.88,1
2022,M,FS,23,BRITSCHGI Lukas,SUI,136.42,64.72,71.7,0
2022,M,FS,24,SHMURATKO Ivan,UKR,127.65,57.17,71.48,1
2022,W,SP,DSQ,VALIEVA Kamila,ROC,0,0,0,0
2022,W,SP,2,SHCHERBAKOVA Anna,ROC,80.2,42.87,37.33,0
2022,W,SP,3,SAKAMOTO Kaori,JPN,79.84,43.22,36.62,0
2022,W,SP,4,TRUSOVA Alexandra,ROC,74.6,40.12,35.48,1
2022,W,SP,5,HIGUCHI Wakaba,JPN,73.51,39.53,33.98,0
2022,W,SP,6,YOU Young,KOR,70.34,36.8,33.54,0
2022,W,SP,7,HENDRICKX Loena,BEL,70.09,36.09,34,0
2022,W,SP,8,LIU Alysa,USA,69.5,36.85,32.65,0
2022,W,SP,9,KIM Yelim,KOR,67.78,35.27,32.51,0
2022,W,SP,10,GUBANOVA Anastasiia,GEO,65.4,34.43,30.97,0
2022,W,SP,11,BELL Mariah,USA,65.38,33.43,32.95,1
2022,W,SP,12,BREZINOVA Eliska,CZE,64.31,35.74,28.57,0
2022,W,SP,13,CHEN Karen,USA,64.11,31.24,33.87,1
2022,W,SP,14,SCHOTT Nicole,GER,63.13,33.01,30.12,0
2022,W,SP,15,KAWABE Mana,JPN,62.69,33.66,30.03,1
2022,W,SP,16,RYABOVA Ekaterina,AZE,61.82,32.43,29.39,0
2022,W,SP,17,SAFONOVA Viktoriia,BLR,61.46,32.72,28.74,0
2022,W,SP,18,MIKUTINA Olga,AUT,61.14,32.54,28.6,0
2022,W,SP,19,PAGANINI Alexia,SUI,61.06,32.03,29.03,0
2022,W,SP,20,SCHIZAS Madeline,CAN,60.53,29.61,30.92,0
2022,W,SP,21,KIIBUS Eva-Lotta,EST,59.55,30.89,29.66,1
2022,W,SP,22,van ZUNDERT Lindsay,NED,59.24,32.12,27.12,0
2022,W,SP,23,FEIGIN Alexandra,BUL,59.16,32.36,26.8,0
2022,W,SP,24,KURAKOVA Ekaterina,POL,59.08,28.42,30.66,0
2022,W,SP,25,SAARINEN Jenni,FIN,56.97,27.79,29.18,0
2022,W,SP,26,TALJEGARD Josefin,SWE,54.51,26.11,28.4,0
2022,W,SP,27,ZHU Yi,CHN,53.44,26.37,27.07,0
2022,W,SP,28,McKAY Natasha,GBR,52.54,26.2,27.34,1
2022,W,SP,29,CRAINE Kailani,AUS,49.93,22.78,27.15,0
2022,W,SP,30,SHABOTOVA Anastasiia,UKR,48.68,24.04,25.64,1
2022,W,FS,1,TRUSOVA Alexandra,ROC,177.13,106.16,70.97,0
2022,W,FS,2,SHCHERBAKOVA Anna,ROC,175.75,100.49,75.26,0
2022,W,FS,3,SAKAMOTO Kaori,JPN,153.29,78.9,74.39,0
2022,W,FS,4,YOU Young,KOR,142.75,74.16,68.59,0
2022,W,FS,DSQ,VALIEVA Kamila,ROC,0,0,0,0
2022,W,FS,6,HIGUCHI Wakaba,JPN,140.93,72.67,69.26,1
2022,W,FS,7,LIU Alysa,USA,139.45,71.95,67.5,0
2022,W,FS,8,BELL Mariah,USA,136.92,68.25,68.67,0
2022,W,FS,9,HENDRICKX Loena,BEL,136.7,66.19,70.51,0
2022,W,FS,10,GUBANOVA Anastasiia,GEO,135.58,70.06,65.52,0
2022,W,FS,11,KIM Yelim,KOR,134.85,68.61,66.24,0
2022,W,FS,12,KURAKOVA Ekaterina,POL,126.76,66.24,60.52,0
2022,W,FS,13,SAFONOVA Viktoriia,BLR,123.37,65.54,57.83,0
2022,W,FS,14,MIKUTINA Olga,AUT,121.06,61.12,59.94,0
2022,W,FS,15,RYABOVA Ekaterina,AZE,118.15,59.58,58.57,0
2022,W,FS,16,van ZUNDERT Lindsay,NED,116.57,61.74,54.83,0
2022,W,FS,17,CHEN Karen,USA,115.82,51.61,65.21,1
2022,W,FS,18,SCHIZAS Madeline,CAN,115.03,53.68,62.35,1
2022,W,FS,19,SCHOTT Nicole,GER,114.52,56.28,60.24,2
2022,W,FS,20,KIIBUS Eva-Lotta,EST,112.2,54.27,58.93,1
2022,W,FS,21,BREZINOVA Eliska,CZE,111.1,54.81,58.29,2
2022,W,FS,22,PAGANINI Alexia,SUI,107.85,50.01,57.84,0
2022,W,FS,23,KAWABE Mana,JPN,104.04,47.87,60.17,4
2022,W,FS,24,FEIGIN Alexandra,BUL,100.15,49.89,51.26,1
2022,W,FS,25,SAARINEN Jenni,FIN,96.07,45.96,54.11,4
2026,M,SP,1,MALININ Ilia,USA,108.16,62.35,45.81,0
2026,M,SP,2,KAGIYAMA Yuma,JPN,103.07,56.5,46.57,0
2026,M,SP,3,SIAO HIM FA Adam,FRA,102.55,57.27,45.28,0
2026,M,SP,4,GRASSL Daniel,ITA,93.46,52.73,40.73,0
2026,M,SP,5,SHAIDOROV Mikhail,KAZ,92.94,52.45,40.49,0
2026,M,SP,6,CHA Junhwan,KOR,92.72,50.08,42.64,0
2026,M,SP,7,AYMOZ Kevin,FRA,92.64,48.55,44.09,0
2026,M,SP,8,TORGASHEV Andrew,USA,88.94,48.56,40.38,0
2026,M,SP,9,SATO Shun,JPN,88.7,46.77,41.93,0
2026,M,SP,10,GOGOLEV Stephen,CAN,87.41,48.23,39.18,0
2026,M,SP,11,MARSAK Kyrylo,UKR,86.89,49.2,37.69,0
2026,M,SP,12,GUMENNIK Petr,AIN,86.72,48.43,38.29,0
2026,M,SP,13,JIN Boyang,CHN,86.55,47.79,38.76,0
2026,M,SP,14,NAUMOV Maxim,USA,85.65,47.77,37.88,0
2026,M,SP,15,EGADZE Nika,GEO,85.11,45.85,39.26,0
2026,M,SP,16,RIZZO Matteo,ITA,84.3,42.49,41.81,0
2026,M,SP,17,VASILJEVS Deniss,LAT,82.44,42.34,40.1,0
2026,M,SP,18,SELEVKO Aleksandr,EST,82.02,41.33,41.69,1
2026,M,SP,19,BRITSCHGI Lukas,SUI,80.87,40.61,40.26,0
2026,M,SP,20,HAGARA Adam,SVK,80.3,45.17,35.13,0
2026,M,SP,21,SAMOILOV Vladimir,POL,77.57,40.88,36.69,0
2026,M,SP,22,MIURA Kao,JPN,76.77,37.44,40.33,1
2026,M,SP,23,CARRILLO Donovan,MEX,75.56,39.71,36.85,1
2026,M,SP,24,LI Yu-Hsiang,TPE,72.41,39.84,32.57,0
2026,M,SP,25,GUARINO SABATE Tomas,ESP,69.8,34.25,35.55,0
2026,M,SP,26,KIM Hyungyeom,KOR,69.3,37.92,32.38,1
2026,M,SP,27,NORDEBACK Andreas,SWE,67.15,31.45,35.7,0
2026,M,SP,28,KULISS Fedirs,LAT,66.86,35.83,32.03,1
2026,M,SP,29,LITVINTSEV Vladimir,AZE,63.63,31.13,32.5,0
2026,M,FS,1,SHAIDOROV Mikhail,KAZ,198.64,114.68,83.96,0
2026,M,FS,2,GOGOLEV Stephen,CAN,186.37,103.22,83.15,0
2026,M,FS,3,SATO Shun,JPN,186.2,101.85,84.35,0
2026,M,FS,4,GUMENNIK Petr,AIN,184.49,103.84,80.65,0
2026,M,FS,5,CHA Junhwan,KOR,181.2,95.16,87.04,1
2026,M,FS,6,KAGIYAMA Yuma,JPN,176.99,92.15,85.84,1
2026,M,FS,7,EGADZE Nika,GEO,175.16,96.23,79.93,1
2026,M,FS,8,GRASSL Daniel,ITA,170.25,88.79,81.46,0
2026,M,FS,9,TORGASHEV Andrew,USA,170.12,86.16,83.96,0
2026,M,FS,10,MIURA Kao,JPN,170.11,92.72,78.39,1
2026,M,FS,11,AYMOZ Kevin,FRA,167.3,81.45,85.85,0
2026,M,FS,12,SIAO HIM FA Adam,FRA,166.72,84.97,82.75,1
2026,M,FS,13,BRITSCHGI Lukas,SUI,165.77,85.01,80.76,0
2026,M,FS,14,RIZZO Matteo,ITA,158.88,76.32,82.56,0
2026,M,FS,15,MALININ Ilia,USA,156.33,76.61,81.72,2
2026,M,FS,16,SELEVKO Aleksandr,EST,154.8,77.05,77.75,0
2026,M,FS,17,SAMOILOV Vladimir,POL,144.68,72.65,73.03,1
2026,M,FS,18,VASILJEVS Deniss,LAT,144.02,67.07,76.95,0
2026,M,FS,19,CARRILLO Donovan,MEX,143.5,71.56,71.94,0
2026,M,FS,20,JIN Boyang,CHN,142.53,70.87,72.66,1
2026,M,FS,21,LI Yu-Hsiang,TPE,141.92,77.25,64.67,0
2026,M,FS,22,NAUMOV Maxim,USA,137.71,64.66,75.05,2
2026,M,FS,23,MARSAK Kyrylo,UKR,137.28,64.92,73.36,1
2026,M,FS,24,HAGARA Adam,SVK,122.08,61.91,62.17,2
2026,W,SP,1,NAKAI Ami,JPN,78.71,45.02,33.69,0
2026,W,SP,2,SAKAMOTO Kaori,JPN,77.23,40.08,37.15,0
2026,W,SP,3,LIU Alysa,USA,76.59,41.34,35.25,0
2026,W,SP,4,CHIBA Mone,JPN,74,38.72,35.28,0
2026,W,SP,5,PETROSIAN Adeliia,AIN,72.89,40.44,32.45,0
2026,W,SP,6,GUBANOVA Anastasiia,GEO,71.77,38.28,33.49,0
2026,W,SP,7,HENDRICKX Loena,BEL,70.93,36.92,34.01,0
2026,W,SP,8,LEVITO Isabeau,USA,70.84,36.77,34.07,0
2026,W,SP,9,LEE Haein,KOR,70.07,37.61,32.46,0
2026,W,SP,10,PETROKINA Niina,EST,69.63,36.8,32.83,0
2026,W,SP,11,PINZARRONE Nina,BEL,68.97,36.86,32.11,0
2026,W,SP,12,SAMODELKINA Sofia,KAZ,68.47,36.42,32.05,0
2026,W,SP,13,GLENN Amber,USA,67.39,34.19,33.2,0
2026,W,SP,14,SHIN Jia,KOR,65.66,35.79,30.87,1
2026,W,SP,15,KARHUNEN Iida,FIN,65.06,36.22,28.84,0
2026,W,SP,16,SAUTER Julia,ROU,63.13,34.15,28.98,0
2026,W,SP,17,MIKUTINA Olga,AUT,61.72,32.64,29.08,0
2026,W,SP,18,GUTMANN Lara Naki,ITA,61.56,29.5,32.06,0
2026,W,SP,19,KURAKOVA Ekaterina,POL,60.14,31.56,28.58,0
2026,W,SP,20,ZHANG Ruiyang,CHN,59.38,32.64,26.74,0
2026,W,SP,21,REPOND Kimmy,SUI,59.2,29.84,29.36,0
2026,W,SP,22,SENIUK Mariia,ISR,58.61,32.15,26.46,0
2026,W,SP,23,KAISER Livia,SUI,55.69,30.62,26.07,1
2026,W,SP,24,SCHILD Lorine,FRA,55.63,29.32,26.31,0
2026,W,SP,25,SCHIZAS Madeline,CAN,55.38,26.39,28.99,0
2026,W,SP,26,SAFONOVA Viktoriia,AIN,54.57,29.15,25.42,0
2026,W,SP,27,VARIAKOJYTE Meda,LTU,53.86,29.77,24.09,0
2026,W,SP,28,FEIGIN Alexandra,BUL,53.42,28.77,24.65,0
2026,W,SP,29,SPOURS Kristen,GBR,45.54,21.55,23.99,0
2026,W,FS,1,LIU Alysa,USA,150.2,77.74,72.46,0
2026,W,FS,2,SAKAMOTO Kaori,JPN,147.67,72.83,74.84,0
2026,W,FS,3,GLENN Amber,USA,147.52,78.87,68.65,0
2026,W,FS,4,CHIBA Mone,JPN,143.88,74.46,69.42,0
2026,W,FS,5,PETROSIAN Adeliia,AIN,141.64,76.93,65.71,1
2026,W,FS,6,PETROKINA Niina,EST,141.19,74.82,66.37,0
2026,W,FS,7,SHIN Jia,KOR,141.02,75.05,65.97,0
2026,W,FS,8,LEE Haein,KOR,140.49,74.15,66.34,0
2026,W,FS,9,NAKAI Ami,JPN,140.45,72.53,67.92,0
2026,W,FS,10,SAMODELKINA Sofia,KAZ,138.99,73.77,65.22,0
2026,W,FS,11,GUBANOVA Anastasiia,GEO,138.22,71.39,66.83,0
2026,W,FS,12,GUTMANN Lara Naki,ITA,134.19,69.73,64.46,0
2026,W,FS,13,LEVITO Isabeau,USA,131.96,64.5,68.46,1
2026,W,FS,14,PINZARRONE Nina,BEL,131.33,67.63,63.7,0
2026,W,FS,15,HENDRICKX Loena,BEL,128.72,61.49,67.23,0
2026,W,FS,16,SAUTER Julia,ROU,127.8,66.28,61.52,0
2026,W,FS,17,KARHUNEN Iida,FIN,127.73,68.43,59.3,0
2026,W,FS,18,MIKUTINA Olga,AUT,123.87,64.06,59.81,0
2026,W,FS,19,ZHANG Ruiyang,CHN,118.65,61.54,57.11,0
2026,W,FS,20,KAISER Livia,SUI,115.83,62.95,53.88,1
2026,W,FS,21,KURAKOVA Ekaterina,POL,113.23,56.6,56.63,0
2026,W,FS,22,SCHILD Lorine,FRA,111.45,59.41,52.04,0
2026,W,FS,23,REPOND Kimmy,SUI,100.34,51.21,53.13,4
2026,W,FS,24,SENIUK Mariia,ISR,94,44.64,50.36,1
