year,gender,final_rank,skater,nation,total_tss,sp_rank,fs_rank,tss_sp,tes_sp,pcs_sp,tss_fs,tes_fs,pcs_fs,tes_total,pcs_total,tech_dominance,medal
2010,W,FNR,POSTIC Teodora,SLO,0,27,0,43.8,23.8,20,0,0,0,23.8,20,54.34%,0
2010,W,FNR,REITMAYEROVA Ivana,SVK,0,28,0,41.94,22.66,19.28,0,0,0,22.66,19.28,54.03%,0
2010,W,FNR,McCORKELL Jenna,GBR,0,29,0,40.64,20.08,21.56,0,0,0,20.08,21.56,48.22%,0
2010,W,FNR,JURKIEWICZ Anna,POL,0,30,0,36.1,16.78,19.32,0,0,0,16.78,19.32,46.48%,0
2006,M,1,PLUSHENKO Evgeni,   RUS,258.33,1,1,90.66,49.69,40.97,167.67,85.25,82.42,134.94,123.39,52.24%,1
2006,M,2,LAMBIEL Stephane,   SUI,231.21,3,4,79.04,40.61,38.43,152.17,76.89,76.28,117.5,114.71,50.60%,2
2006,M,3,BUTTLE Jeffrey,   CAN,227.59,6,2,73.29,37.01,37.28,154.3,76.8,78.5,113.81,115.78,49.57%,3
2006,M,4,LYSACEK Evan,   USA,220.13,10,3,67.55,33.8,34.75,152.58,78.24,74.34,112.04,109.09,50.67%,0
2006,M,5,WEIR Johnny,   USA,216.63,2,6,80,40.99,39.01,136.63,61.27,75.36,102.26,114.37,47.20%,0
2006,M,6,JOUBERT Brian,   FRA,212.89,4,7,77.77,40.59,37.18,135.12,62.54,73.58,103.13,110.76,48.22%,0
2006,M,7,SAVOIE Matthew,   USA,206.67,8,5,69.15,35.22,33.93,137.52,65.8,71.72,101.02,105.65,48.88%,0
2006,M,8,TAKAHASHI Daisuke,   JPN,204.89,5,9,73.77,38.45,35.32,131.12,58.82,73.3,97.27,108.62,47.24%,0
2006,M,9,VAN DER PERREN Kevin,   BEL,197.39,13,8,65.36,33.5,32.86,132.03,66.01,66.02,99.51,98.88,50.16%,0
2006,M,10,ZHANG Min,   CHN,196.27,11,11,67.39,36.29,31.1,128.88,65.16,63.72,101.45,94.82,51.69%,0
2006,M,11,KLIMKIN Ilia,   RUS,191.8,18,10,61.61,29.9,31.71,130.19,65.97,65.22,95.87,96.93,49.73%,0
2006,M,12,SAWYER Shawn,   CAN,190.83,12,12,67.2,35.02,32.18,123.63,55.13,68.5,90.15,100.68,47.24%,0
2006,M,13,SANDHU Emanuel,   CAN,190.24,7,14,69.75,33,37.75,120.49,52.27,70.22,85.27,107.97,44.13%,0
2006,M,14,CHIPER Gheorghe,   ROM,186.19,9,17,67.66,37.12,30.54,118.53,54.23,64.3,91.35,94.84,49.06%,0
2006,M,15,DAVYDOV Sergei,   BLR,184.59,14,16,64.65,35.58,29.07,119.94,59,60.94,94.58,90.01,51.24%,0
2006,M,16,LI Chengjiang,   CHN,182.21,21,13,60.23,30.55,30.68,121.98,66.04,56.94,96.59,87.62,52.43%,0
2006,M,17,DINEV Ivan,   BUL,180.11,15,18,63.64,34.29,29.35,116.47,57.97,58.5,92.26,87.85,51.22%,0
2006,M,18,VERNER Tomas,   CZE,180.07,22,15,59.71,30.25,29.46,120.36,63.14,57.22,93.39,86.68,51.86%,0
2006,M,19,DAMBIER Frederic,   FRA,177.59,19,19,61.17,30.48,31.69,116.42,55.92,62.5,86.4,94.19,47.84%,0
2006,M,20,KOVALEVSKI Anton,   UKR,172.84,16,21,63.41,33.95,29.46,109.43,53.93,57.5,87.88,86.96,50.26%,0
2006,M,21,LINDEMANN Stefan,   GER,172.57,20,20,60.52,27.94,32.58,112.05,51.05,62,78.99,94.58,45.51%,0
2006,M,22,PFEIFER Viktor,   AUT,163.87,17,23,62.17,34.28,27.89,101.7,45.26,57.44,79.54,85.33,48.24%,0
2006,M,23,BERNTSSON Kristoffer,   SWE,161.95,23,22,59.55,31.34,28.21,102.4,48.32,56.08,79.66,84.29,48.59%,0
2006,M,24,TOTH Zoltan,   HUN,145.47,24,24,55.07,29.67,25.4,90.4,42.2,50.2,71.87,75.6,48.74%,0
2006,M,FNR,ZELENKA Karel,   ITA,0,25,0,53.46,27.96,26.5,0,0,0,27.96,26.5,51.34%,0
2006,M,FNR,ZIVANOVIC Trifun,   SCG,0,26,0,53.4,29.44,23.96,0,0,0,29.44,23.96,55.13%,0
2006,M,FNR,OTHMAN Jamal,   SUI,0,27,0,52.18,24.46,27.72,0,0,0,24.46,27.72,46.88%,0
2006,M,FNR,MURVANIDZE Vakhtang,   GEO,0,28,0,49.68,24.32,26.36,0,0,0,24.32,26.36,47.99%,0
2006,M,FNR,URBAS Gregor,   SLO,0,29,0,46.48,20.28,26.2,0,0,0,20.28,26.2,43.63%,0
2006,M,FNR,HAN Jong In,   PRK,0,30,0,42.11,19.5,22.62,0,0,0,19.5,22.62,46.30%,0
2006,W,1,ARAKAWA Shizuka,   JPN,191.34,3,1,66.02,35.93,30.09,125.32,62.32,63,98.25,93.09,51.35%,1
2006,W,2,COHEN Sasha,   USA,183.36,1,2,66.73,35.33,31.4,116.63,55.22,62.41,90.55,93.81,49.12%,2
2006,W,3,SLUTSKAYA Irina,   RUS,181.44,2,3,66.7,36.21,30.49,114.74,53.87,61.87,90.08,92.36,49.38%,3
2006,W,4,SUGURI Fumie,   JPN,175.23,4,4,61.75,32.61,29.14,113.48,54.23,59.25,86.84,88.39,49.56%,0
2006,W,5,ROCHETTE Joannie,   CAN,167.27,9,5,55.85,28.87,26.98,111.42,55.29,56.13,84.16,83.11,50.31%,0
2006,W,6,MEISSNER Kimmie,   USA,165.71,5,6,59.4,34.2,25.2,106.31,52.77,53.54,86.97,78.74,52.48%,0
2006,W,7,HUGHES Emily,   USA,160.87,7,7,57.08,31.71,25.37,103.79,53.82,50.97,85.53,76.34,52.84%,0
2006,W,8,MEIER Sarah,   SUI,156.13,10,8,55.57,30.69,24.88,100.56,49.31,51.25,80,76.13,51.24%,0
2006,W,9,KOSTNER Carolina,   ITA,153.5,11,9,53.77,26.25,28.52,99.73,43.84,55.89,70.09,84.41,45.37%,0
2006,W,10,GEDEVANISHVILI Elene,   GEO,151.46,6,13,57.9,33.25,24.65,93.56,43.6,49.96,76.85,74.61,50.74%,0
2006,W,11,LIU Yan,   CHN,145.3,15,11,49.84,27.24,22.6,95.46,50.4,45.06,77.64,67.66,53.43%,0
2006,W,12,LEUNG Mira,   CAN,145.16,14,12,50.61,29.38,21.23,94.55,51.83,42.72,81.21,63.95,55.95%,0
2006,W,13,POYKIO Susanna,   FIN,143.22,12,15,53.74,28.43,25.31,89.48,40.54,49.94,68.97,75.25,47.82%,0
2006,W,14,SOKOLOVA Elena,   RUS,142.35,18,10,46.69,21.13,25.56,95.66,45.38,50.28,66.51,75.84,46.72%,0
2006,W,15,ANDO Miki,   JPN,140.2,8,16,56,29.12,26.88,84.2,35.69,50.51,64.81,77.39,45.58%,0
2006,W,16,KORPI Kiira,   FIN,137.2,20,14,44.84,23.84,21,92.36,48.84,43.52,72.68,64.52,52.97%,0
2006,W,17,LIASHENKO Elena,   UKR,134.08,13,18,52.35,27.47,24.88,81.73,36.01,45.72,63.48,70.6,47.34%,0
2006,W,18,SEBESTYEN Julia,   HUN,129.26,16,20,49.58,26.75,23.83,79.68,34.86,45.82,61.61,69.65,46.94%,0
2006,W,19,HEGEL Idora,   CRO,127.07,17,19,47.06,26.74,20.32,80.01,39.15,40.86,65.89,61.18,51.85%,0
2006,W,20,EFREMENKO Galina,   UKR,125.37,24,17,41.25,20.43,21.82,84.12,41.7,42.42,62.13,64.24,49.17%,0
2006,W,21,KARADEMIR Tugba,   TUR,123.64,22,21,44.2,25.7,18.5,79.44,42.64,36.8,68.34,55.3,55.27%,0
2006,W,22,FONTANA Silvia,   ITA,120.37,23,22,42.47,19.87,22.6,77.9,35.67,42.23,55.54,64.83,46.14%,0
2006,W,23,PAVUK Viktoria,   HUN,119.85,19,23,46.4,26.78,19.62,73.45,36.58,37.87,63.36,57.49,52.43%,0
2006,W,24,MAXWELL Fleur,   LUX,109.57,21,24,44.53,24.33,20.2,65.04,26.77,39.27,51.1,59.47,46.22%,0
2006,W,FNR,CARTER Joanne,   AUS,0,25,0,40.86,21.21,20.65,0,0,0,21.21,20.65,50.67%,0
2006,W,FNR,LUCA Roxana,   ROM,0,26,0,39.37,21.49,17.88,0,0,0,21.49,17.88,54.58%,0
2006,W,FNR,KIM Yong Suk,   PRK,0,27,0,39.16,19.37,19.79,0,0,0,19.37,19.79,49.46%,0
2006,W,FNR,GLEBOVA Elena,   EST,0,28,0,38.47,21.06,18.41,0,0,0,21.06,18.41,53.36%,0
2006,W,FNR,GIMAZETDINOVA Anastasia,   UZB,0,29,0,38.44,19.06,19.38,0,0,0,19.06,19.38,49.58%,0
